,spy,oneq,iwm,dia
2013-10-10,564.8,219.3,322.57,268.14
2013-10-11,568.43,221.37,327.25,270.29
2013-10-14,570.71,222.97,328.89,271.41
2013-10-15,566.57,221.96,325.67,268.81
2013-10-16,574.48,224.4,329.71,272.69
2013-10-17,578.32,225.98,332.6,272.62
2013-10-18,582.22,228.54,336.4,273.13
2013-10-21,582.26,229.3,335.73,273.01
2013-10-22,585.63,229.65,336.61,274.29
2013-10-23,582.82,228.54,335.49,273.52
2013-10-24,584.76,229.88,337.28,275.26
2013-10-25,587.43,230.41,337.58,276.42
2013-10-28,588.37,230.19,337.43,276.28
2013-10-29,591.5,231.2,338.41,278.29
2013-10-30,588.57,230.19,333.79,277.17
2013-10-31,586.9,229.37,331.84,276.14
2013-11-01,588.3,229.45,330.4,277.15
2013-11-04,590.37,230.06,334.21,277.5
2013-11-05,588.5,230.43,333.06,277.2
2013-11-06,591.5,230.16,331.63,279.57
2013-11-07,584.03,225.88,326.04,277.13
2013-11-08,591.91,229.18,331.96,280.05
2013-11-11,592.01,229.58,332.42,280.26
2013-11-12,590.8,229.2,332.69,279.83
2013-11-13,595.54,231.18,335.88,281.06
2013-11-14,598.52,232.39,335.53,282.25
2013-11-15,601.12,233.38,336.82,283.8
2013-11-18,599.02,230.74,334.45,284.05
2013-11-19,597.71,230.37,332.39,283.85
2013-11-20,595.84,229.92,332.27,282.85
2013-11-21,600.65,232.12,338.25,284.79
2013-11-22,603.66,233.84,339.92,285.76
2013-11-25,603.06,234.21,340.35,286.13
2013-11-26,603.22,235.47,342.87,285.93
2013-11-27,604.69,237.17,344.79,286.56
2013-11-28,604.69,237.17,344.79,286.56
2013-11-29,604.29,238.21,344.97,286.33
2013-12-02,602.72,236.95,341.51,284.9
2013-12-03,600.12,236.1,339.86,283.24
2013-12-04,600.05,236.49,338.95,282.83
2013-12-05,597.41,236.74,339.2,281.69
2013-12-06,604.09,238.24,341.84,285.33
2013-12-09,605.63,238.61,341.75,285.45
2013-12-10,603.46,238.21,338.65,284.54
2013-12-11,596.68,234.91,333.09,282.03
2013-12-12,594.71,235.09,333.82,280.54
2013-12-13,594.64,234.32,334.91,280.86
2013-12-16,598.34,236.28,338.89,283.08
2013-12-17,596.45,236.06,338.41,282.87
2013-12-18,606.63,238.39,343.05,288.18
2013-12-19,605.93,238.01,340.5,288.39
2013-12-20,609.43,240.97,346.25,289.33
2013-12-23,612.69,243.0,350.16,290.42
2013-12-24,614.03,243.49,351.5,291.38
2013-12-25,614.03,243.49,351.5,291.38
2013-12-26,617.14,244.28,351.53,293.7
2013-12-27,617.1,243.85,351.32,293.72
2013-12-30,617.02,243.77,351.1,293.93
2013-12-31,619.94,244.44,351.93,295.51
2014-01-01,619.94,244.44,351.93,295.51
2014-01-02,614.0,243.34,348.11,293.08
2014-01-03,613.88,242.15,349.88,293.58
2014-01-06,612.12,241.04,347.04,292.68
2014-01-07,615.88,243.55,349.94,294.61
2014-01-08,616.01,244.2,350.4,293.51
2014-01-09,616.42,243.85,350.49,293.22
2014-01-10,618.09,244.5,352.41,293.2
2014-01-13,609.85,240.7,347.59,289.74
2014-01-14,616.52,244.86,351.86,291.9
2014-01-15,619.84,247.11,354.49,293.9
2014-01-16,619.03,247.32,354.92,292.84
2014-01-17,616.4,246.11,353.66,293.26
2014-01-20,616.4,246.11,353.66,293.26
2014-01-21,618.23,246.91,355.77,292.64
2014-01-22,618.63,248.47,357.57,292.17
2014-01-23,613.56,247.33,355.16,289.03
2014-01-24,600.47,242.13,346.1,283.25
2014-01-27,597.52,239.61,341.04,282.43
2014-01-28,601.08,240.06,344.63,284.07
2014-01-29,595.3,237.69,339.66,280.79
2014-01-30,601.61,241.1,344.73,282.7
2014-01-31,598.09,240.43,342.16,280.16
2014-02-03,584.63,233.75,331.46,274.41
2014-02-04,588.71,235.83,333.96,275.39
2014-02-05,587.98,234.61,331.46,275.57
2014-02-06,595.74,237.92,334.08,279.07
2014-02-07,603.12,241.87,337.86,282.0
2014-02-10,604.23,243.17,338.75,281.95
2014-02-11,610.84,245.68,341.77,285.54
2014-02-12,611.15,246.5,343.11,285.45
2014-02-13,614.3,248.93,347.47,286.49
2014-02-14,617.69,248.88,347.96,288.81
2014-02-17,617.69,248.88,347.96,288.81
2014-02-18,618.43,251.01,351.59,288.49
2014-02-19,614.33,248.33,347.99,286.9
2014-02-20,617.96,250.12,351.74,288.31
2014-02-21,617.25,250.56,352.84,288.19
2014-02-24,620.68,252.02,355.43,289.72
2014-02-25,620.44,251.18,355.8,289.43
2014-02-26,620.48,251.79,358.0,290.04
2014-02-27,623.73,253.59,359.95,291.31
2014-02-28,625.31,252.28,358.52,292.15
2014-03-03,620.91,250.36,356.59,289.41
2014-03-04,629.64,255.32,365.56,293.25
2014-03-05,630.21,255.84,365.35,292.75
2014-03-06,631.66,255.23,365.29,294.07
2014-03-07,631.92,254.37,365.17,294.52
2014-03-10,631.59,254.62,363.95,293.89
2014-03-11,628.47,253.07,360.16,292.87
2014-03-12,628.63,253.13,361.26,292.53
2014-03-13,621.58,249.87,357.08,288.62
2014-03-14,619.84,249.5,358.58,287.91
2014-03-17,625.45,251.22,360.16,290.99
2014-03-18,629.91,254.35,365.41,292.62
2014-03-19,626.55,252.5,363.03,290.67
2014-03-20,630.2,253.41,363.52,292.66
2014-03-21,627.78,250.5,361.84,291.96
2014-03-24,625.18,248.5,357.72,291.62
2014-03-25,628.15,248.1,357.64,293.33
2014-03-26,623.63,245.36,350.79,291.42
2014-03-27,622.31,243.41,349.9,291.33
2014-03-28,625.38,243.7,349.56,292.36
2014-03-31,630.51,246.42,355.83,294.85
2014-04-01,634.69,250.18,360.51,296.13
2014-04-02,636.81,250.8,362.13,296.88
2014-04-03,635.97,248.56,358.46,296.83
2014-04-04,628.45,242.65,350.17,294.21
2014-04-07,621.51,239.5,345.07,291.12
2014-04-08,624.07,241.24,347.48,291.42
2014-04-09,630.78,245.55,352.5,294.6
2014-04-10,617.51,238.92,342.43,289.88
2014-04-11,611.96,234.61,337.7,287.28
2014-04-14,616.79,235.84,338.64,289.84
2014-04-15,621.03,236.34,339.96,291.48
2014-04-16,627.52,239.7,343.66,294.46
2014-04-17,628.42,239.95,345.37,294.21
2014-04-18,628.42,239.95,345.37,294.21
2014-04-21,630.61,241.82,346.99,294.71
2014-04-22,633.47,244.43,350.57,296.1
2014-04-23,631.99,242.47,348.37,295.81
2014-04-24,633.27,243.28,347.48,295.9
2014-04-25,628.08,239.19,341.37,293.49
2014-04-28,630.05,239.35,339.38,294.96
2014-04-29,633.0,240.91,340.23,296.46
2014-04-30,634.89,241.09,342.5,297.26
2014-05-01,634.94,241.88,342.38,296.87
2014-05-02,634.05,241.99,342.65,296.01
2014-05-05,635.26,242.82,342.22,296.33
2014-05-06,629.73,239.97,336.66,294.17
2014-05-07,633.44,239.23,336.87,296.51
2014-05-08,632.75,238.22,333.47,297.08
2014-05-09,633.71,238.89,336.53,297.75
2014-05-12,639.86,243.22,344.18,299.69
2014-05-13,640.45,242.84,340.81,300.14
2014-05-14,637.42,240.79,335.28,298.45
2014-05-15,631.82,239.43,333.02,295.65
2014-05-16,634.01,240.19,335.13,296.51
2014-05-19,636.34,242.6,338.74,296.69
2014-05-20,632.33,240.67,333.57,294.19
2014-05-21,637.66,243.08,335.28,297.18
2014-05-22,639.21,244.59,338.77,297.54
2014-05-23,641.77,246.34,342.47,298.71
2014-05-26,641.77,246.34,342.47,298.71
2014-05-27,645.71,249.16,347.39,299.86
2014-05-28,645.24,248.72,345.59,299.18
2014-05-29,648.58,249.78,346.75,300.42
2014-05-30,649.62,249.34,345.19,300.69
2014-06-02,650.35,249.4,343.32,301.18
2014-06-03,650.03,248.88,342.5,300.85
2014-06-04,651.34,249.88,343.84,301.05
2014-06-05,655.59,252.75,351.06,302.87
2014-06-06,658.71,254.17,354.43,304.56
2014-06-09,659.4,254.85,357.55,304.85
2014-06-10,659.47,254.86,356.84,305.05
2014-06-11,657.18,255.15,355.1,303.25
2014-06-12,652.52,252.53,352.93,301.34
2014-06-13,654.51,253.69,353.54,301.93
2014-06-16,655.05,254.1,355.25,302.06
2014-06-17,656.87,255.22,357.76,302.62
2014-06-18,661.68,256.58,360.18,304.29
2014-06-19,662.44,256.16,360.48,304.58
2014-06-20,663.77,257.21,361.67,305.15
2014-06-23,663.57,256.76,360.97,304.84
2014-06-24,659.57,256.18,357.12,302.97
2014-06-25,662.55,257.42,360.15,303.71
2014-06-26,662.08,257.83,359.53,303.35
2014-06-27,663.37,258.85,361.95,303.51
2014-06-30,663.03,259.67,363.39,303.0
2014-07-01,667.47,262.79,367.09,305.37
2014-07-02,668.14,261.97,365.68,305.73
2014-07-03,671.43,264.0,367.89,307.66
2014-07-04,671.43,264.0,367.89,307.66
2014-07-07,669.09,261.94,361.6,306.56
2014-07-08,664.79,258.29,357.2,304.73
2014-07-09,667.77,260.0,357.67,306.05
2014-07-10,665.13,258.92,353.86,304.93
2014-07-11,666.04,259.69,353.4,305.37
2014-07-14,669.4,261.52,355.21,307.33
2014-07-15,668.14,259.87,351.71,307.5
2014-07-16,670.62,260.75,350.76,308.74
2014-07-17,662.99,256.15,345.35,306.11
2014-07-18,669.77,261.1,350.73,308.19
2014-07-21,668.52,260.36,349.31,307.46
2014-07-22,671.43,262.51,352.26,308.48
2014-07-23,672.92,263.23,352.68,308.15
2014-07-24,672.95,262.94,351.99,307.93
2014-07-25,669.8,261.88,348.79,305.62
2014-07-28,670.07,261.82,347.04,306.07
2014-07-29,667.19,262.06,347.99,304.93
2014-07-30,667.3,262.91,349.38,304.39
2014-07-31,654.12,257.68,341.39,298.63
2014-08-01,652.12,256.61,339.83,297.33
2014-08-04,656.83,258.37,342.84,298.7
2014-08-05,650.46,256.78,341.98,296.15
2014-08-06,650.66,256.64,343.05,296.66
2014-08-07,647.14,255.59,341.39,295.49
2014-08-08,654.63,257.65,344.71,298.72
2014-08-11,656.51,259.48,347.99,299.1
2014-08-12,655.61,258.38,345.6,298.99
2014-08-13,660.05,260.89,348.3,300.8
2014-08-14,663.16,262.66,348.82,301.9
2014-08-15,663.03,262.92,348.15,301.08
2014-08-18,668.58,265.5,353.21,304.17
2014-08-19,672.07,266.62,354.44,305.68
2014-08-20,673.87,266.94,352.94,306.96
2014-08-21,675.83,267.45,353.7,308.01
2014-08-22,674.78,268.0,353.74,307.45
2014-08-25,678.2,268.92,355.39,308.81
2014-08-26,678.65,269.5,358.62,309.37
2014-08-27,678.37,269.65,357.73,309.51
2014-08-28,678.0,268.93,355.88,309.08
2014-08-29,679.93,270.18,357.88,309.28
2014-09-01,679.93,270.18,357.88,309.28
2014-09-02,679.59,271.34,359.85,308.73
2014-09-03,679.22,269.52,357.57,308.99
2014-09-04,678.24,269.11,356.19,308.88
2014-09-05,681.29,270.21,357.33,309.95
2014-09-08,679.53,271.04,357.88,309.6
2014-09-09,675.22,268.44,353.64,307.9
2014-09-10,677.76,270.69,355.73,308.9
2014-09-11,678.54,270.21,358.03,308.61
2014-09-12,674.58,269.56,354.23,307.5
2014-09-15,674.08,266.94,350.36,308.26
2014-09-16,679.15,268.6,351.34,310.18
2014-09-17,680.07,269.35,352.26,310.54
2014-09-18,683.69,271.13,354.41,312.41
2014-09-19,683.08,270.3,349.93,312.87
2014-09-22,677.8,266.81,345.02,310.98
2014-09-23,673.92,266.33,341.79,308.8
2014-09-24,679.2,269.05,344.88,311.67
2014-09-25,668.24,263.86,339.06,306.92
2014-09-26,673.55,265.91,342.11,309.69
2014-09-29,672.33,266.01,341.83,309.02
2014-09-30,670.56,265.32,336.66,308.55
2014-10-01,661.47,261.32,331.88,304.21
2014-10-02,661.57,261.4,335.05,304.16
2014-10-03,668.85,264.19,337.58,307.91
2014-10-06,668.07,263.16,334.69,307.64
2014-10-07,657.76,258.55,329.17,302.72
2014-10-08,669.26,263.52,335.49,307.73
2014-10-09,655.99,258.72,326.43,301.78
2014-10-10,648.5,252.7,322.46,299.73
2014-10-13,637.85,248.91,321.17,295.59
2014-10-14,638.83,249.73,324.93,295.78
2014-10-15,634.51,249.6,328.19,292.6
2014-10-16,633.97,249.18,331.88,292.06
2014-10-17,641.46,251.7,330.9,296.54
2014-10-20,647.68,254.95,334.78,296.9
2014-10-21,660.52,260.64,340.29,300.8
2014-10-22,655.82,258.9,335.42,298.23
2014-10-23,663.44,262.58,341.37,301.98
2014-10-24,668.55,264.68,341.95,304.32
2014-10-27,667.63,265.07,341.77,304.57
2014-10-28,675.29,269.35,351.5,307.8
2014-10-29,674.27,268.87,350.66,307.33
2014-10-30,678.59,268.78,353.65,311.32
2014-10-31,686.35,273.28,358.85,314.68
2014-11-03,686.72,274.32,358.24,314.52
2014-11-04,684.34,273.31,356.58,314.7
2014-11-05,688.66,272.65,357.22,316.68
2014-11-06,691.42,274.23,358.76,318.02
2014-11-07,692.07,274.03,359.32,318.54
2014-11-10,694.24,274.89,361.1,319.22
2014-11-11,694.91,275.64,361.35,319.34
2014-11-12,694.18,276.69,362.98,319.38
2014-11-13,694.96,276.45,359.9,320.1
2014-11-14,695.13,277.02,359.25,319.94
2014-11-17,695.57,276.44,356.27,320.2
2014-11-18,699.59,278.0,358.33,321.05
2014-11-19,698.46,276.44,354.51,320.99
2014-11-20,699.69,278.02,358.48,321.57
2014-11-21,703.43,278.95,358.92,323.2
2014-11-24,705.41,281.55,363.19,323.39
2014-11-25,704.9,281.79,363.47,323.68
2014-11-26,706.7,282.89,364.67,323.77
2014-11-27,706.7,282.89,364.67,323.77
2014-11-28,705.2,283.57,359.25,323.93
2014-12-01,700.3,279.79,353.65,323.02
2014-12-02,704.81,281.17,357.9,324.77
2014-12-03,707.55,282.86,361.35,325.5
2014-12-04,706.77,281.73,359.62,325.26
2014-12-05,707.93,283.17,362.33,326.5
2014-12-08,703.19,280.81,357.81,324.73
2014-12-09,702.72,282.26,363.81,323.68
2014-12-10,691.45,277.1,356.08,318.82
2014-12-11,694.96,278.17,357.5,320.17
2014-12-12,683.73,275.4,353.16,314.66
2014-12-15,679.03,273.28,349.59,312.46
2014-12-16,673.58,269.07,349.09,310.75
2014-12-17,686.79,275.1,359.87,315.73
2014-12-18,703.77,281.2,365.23,323.37
2014-12-19,706.75,282.45,366.06,323.81
2014-12-22,710.0,283.36,368.55,326.93
2014-12-23,710.96,282.12,369.01,328.15
2014-12-24,711.03,282.23,370.08,328.15
2014-12-25,711.03,282.23,370.08,328.15
2014-12-26,713.32,284.46,372.49,328.44
2014-12-29,714.28,284.34,374.06,328.29
2014-12-30,710.45,283.01,371.87,327.11
2014-12-31,703.4,280.29,369.64,324.23
2015-01-01,703.4,280.29,369.64,324.23
2015-01-02,703.02,278.97,367.51,324.34
2015-01-05,690.32,276.29,362.6,318.69
2015-01-06,683.82,271.42,356.32,316.05
2015-01-07,692.34,274.83,360.71,320.06
2015-01-08,704.63,280.45,366.83,325.83
2015-01-09,698.98,279.13,363.31,323.03
2015-01-12,693.51,276.48,362.1,321.24
2015-01-13,691.56,276.37,362.38,320.77
2015-01-14,687.38,274.82,360.93,317.27
2015-01-15,681.08,271.06,354.84,315.44
2015-01-16,690.02,274.58,360.62,318.65
2015-01-19,690.02,274.58,360.62,318.65
2015-01-20,691.47,275.84,359.11,319.07
2015-01-21,694.98,276.67,357.96,319.89
2015-01-22,705.31,281.58,365.25,324.58
2015-01-23,701.45,282.12,365.01,321.82
2015-01-26,703.09,282.81,368.53,321.99
2015-01-27,693.82,277.5,366.77,316.68
2015-01-28,684.92,275.13,360.59,313.27
2015-01-29,691.25,277.46,365.56,317.24
2015-01-30,682.56,274.88,357.53,312.78
2015-02-02,691.01,276.49,360.8,316.1
2015-02-03,701.0,280.14,367.26,321.68
2015-02-04,698.33,278.79,365.9,322.04
2015-02-05,705.38,282.12,370.63,325.73
2015-02-06,703.43,280.23,370.23,324.89
2015-02-09,700.28,280.63,367.29,323.06
2015-02-10,707.74,283.49,369.64,325.65
2015-02-11,708.15,284.76,369.12,326.0
2015-02-12,714.96,287.85,373.32,328.08
2015-02-13,717.91,290.36,375.54,328.99
2015-02-16,717.91,290.36,375.54,328.99
2015-02-17,719.04,290.46,376.72,329.41
2015-02-18,719.11,290.93,377.12,329.23
2015-02-19,718.59,292.29,377.15,328.54
2015-02-20,722.9,293.52,378.17,331.35
2015-02-23,722.8,294.21,378.54,330.94
2015-02-24,724.85,294.86,379.04,332.76
2015-02-25,724.24,294.79,379.47,332.85
2015-02-26,723.38,295.71,380.86,332.94
2015-02-27,720.92,294.75,378.79,331.44
2015-03-02,725.47,297.21,381.54,334.16
2015-03-03,722.49,295.68,379.28,332.68
2015-03-04,719.45,294.4,378.11,330.69
2015-03-05,720.23,295.68,379.22,331.4
2015-03-06,710.1,292.53,374.43,326.33
2015-03-09,713.05,293.42,376.07,328.9
2015-03-10,701.48,288.89,371.74,323.21
2015-03-11,699.84,288.02,374.03,322.58
2015-03-12,708.74,290.43,380.24,327.38
2015-03-13,704.38,289.24,378.88,324.8
2015-03-16,713.8,292.7,381.11,328.86
2015-03-17,711.68,293.38,382.13,326.52
2015-03-18,720.23,295.68,385.19,330.6
2015-03-19,716.95,296.54,385.93,328.64
2015-03-20,723.25,298.79,389.33,331.59
2015-03-23,721.84,297.69,388.99,331.39
2015-03-24,717.78,296.72,388.89,329.52
2015-03-25,707.27,289.75,379.63,324.18
2015-03-26,705.58,288.96,379.17,323.38
2015-03-27,707.2,290.43,381.59,323.98
2015-03-30,715.82,293.59,386.76,328.71
2015-03-31,709.57,291.28,385.52,325.39
2015-04-01,707.06,289.28,385.68,323.85
2015-04-02,709.59,290.22,386.39,324.94
2015-04-03,709.59,290.22,386.39,324.94
2015-04-06,714.38,292.11,388.1,327.24
2015-04-07,712.49,291.73,385.62,326.93
2015-04-08,714.88,293.82,388.93,327.54
2015-04-09,718.06,295.54,387.54,328.73
2015-04-10,721.98,296.36,389.4,330.51
2015-04-13,718.71,295.71,389.65,329.17
2015-04-14,720.09,294.98,389.55,330.16
2015-04-15,723.32,297.69,392.28,331.44
2015-04-16,723.11,297.0,392.06,331.49
2015-04-17,714.79,293.14,385.71,326.27
2015-04-20,721.32,295.99,389.49,330.1
2015-04-21,720.46,297.98,389.09,328.69
2015-04-22,724.01,298.34,389.68,330.16
2015-04-23,725.83,299.94,391.44,330.73
2015-04-24,727.51,302.37,390.14,331.04
2015-04-27,724.49,300.68,385.83,330.36
2015-04-28,726.79,299.94,387.97,331.59
2015-04-29,723.8,298.41,383.76,330.18
2015-04-30,716.55,293.41,375.63,326.71
2015-05-01,724.31,297.36,378.08,329.86
2015-05-04,726.38,298.13,379.45,330.85
2015-05-05,718.06,293.65,374.61,328.23
2015-05-06,715.1,291.85,375.91,327.09
2015-05-07,717.96,293.5,377.34,328.73
2015-05-08,727.41,296.72,380.16,333.44
2015-05-11,723.92,296.89,380.38,332.03
2015-05-12,721.77,295.71,379.7,331.37
2015-05-13,721.91,296.1,379.68,331.42
2015-05-14,729.44,299.44,383.73,334.7
2015-05-15,730.23,300.08,383.29,335.33
2015-05-18,732.5,301.71,387.63,335.7
2015-05-19,732.25,301.76,387.1,336.16
2015-05-20,731.74,301.53,387.82,335.76
2015-05-21,733.87,302.8,387.38,335.9
2015-05-22,732.12,302.27,385.71,334.93
2015-05-25,732.12,302.27,385.71,334.93
2015-05-26,724.25,299.46,382.02,331.46
2015-05-27,731.12,303.34,386.7,333.57
2015-05-28,730.3,303.36,386.36,333.15
2015-05-29,725.76,302.15,384.04,330.98
2015-06-01,727.24,302.44,385.24,331.51
2015-06-02,726.51,302.42,385.99,331.05
2015-06-03,728.44,303.4,389.83,332.39
2015-06-04,722.28,300.77,385.93,329.32
2015-06-05,721.05,301.11,388.72,328.02
2015-06-08,716.61,298.82,386.92,326.75
2015-06-09,716.51,298.55,385.74,326.57
2015-06-10,725.1,302.36,390.54,330.89
2015-06-11,727.44,302.56,391.54,331.95
2015-06-12,721.87,300.35,390.36,329.18
2015-06-15,718.78,298.84,389.12,327.28
2015-06-16,722.7,300.65,391.88,329.32
2015-06-17,723.87,301.16,391.29,329.82
2015-06-18,731.4,305.39,396.53,333.22
2015-06-19,728.16,304.58,396.34,331.22
2015-06-22,731.9,306.11,399.07,333.35
2015-06-23,732.41,307.21,399.91,333.72
2015-06-24,727.09,304.94,396.53,330.57
2015-06-25,724.88,304.04,396.31,329.17
2015-06-26,724.75,301.75,395.23,330.06
2015-06-29,709.55,294.87,385.24,323.63
2015-06-30,711.03,297.49,387.04,323.96
2015-07-01,716.73,298.51,388.19,326.87
2015-07-02,716.08,297.76,385.33,326.22
2015-07-03,716.08,297.76,385.33,326.22
2015-07-06,714.04,296.51,385.21,325.54
2015-07-07,718.53,297.67,385.65,327.29
2015-07-08,706.47,292.82,379.76,322.45
2015-07-09,707.75,292.85,381.13,322.93
2015-07-10,716.66,298.29,386.42,326.89
2015-07-13,724.57,301.84,390.78,330.92
2015-07-14,727.72,304.31,392.96,332.27
2015-07-15,727.47,303.81,390.88,332.29
2015-07-16,733.31,307.39,393.21,333.63
2015-07-17,733.93,310.48,391.5,332.97
2015-07-20,734.31,310.68,389.38,333.25
2015-07-21,731.41,310.64,387.54,330.08
2015-07-22,730.1,308.28,388.98,328.84
2015-07-23,725.99,305.74,384.68,326.74
2015-07-24,718.46,303.41,378.49,323.71
2015-07-27,714.28,300.66,375.34,321.33
2015-07-28,723.05,303.51,378.55,324.8
2015-07-29,728.03,304.57,379.61,326.92
2015-07-30,728.2,305.72,380.7,326.85
2015-07-31,727.09,306.2,382.78,325.85
2015-08-03,724.64,305.37,380.88,324.14
2015-08-04,723.23,303.57,379.98,323.34
2015-08-05,725.61,306.63,380.85,323.42
2015-08-06,719.67,301.67,375.72,321.31
2015-08-07,718.29,300.63,373.19,320.61
2015-08-10,727.34,304.02,377.49,324.95
2015-08-11,720.77,300.66,374.25,321.11
2015-08-12,721.64,300.61,373.54,321.3
2015-08-13,720.74,300.3,372.29,321.48
2015-08-14,723.36,300.78,374.69,322.57
2015-08-17,727.4,303.13,378.64,324.04
2015-08-18,725.3,301.48,375.62,323.36
2015-08-19,719.56,299.83,371.73,320.43
2015-08-20,704.54,291.35,362.33,313.94
2015-08-21,683.33,281.29,358.1,304.24
2015-08-24,654.56,269.73,344.12,293.08
2015-08-25,646.85,268.55,341.47,289.58
2015-08-26,671.69,280.14,350.16,301.0
2015-08-27,688.3,286.78,356.41,308.01
2015-08-28,688.34,287.76,359.93,307.79
2015-08-31,682.78,285.22,358.62,305.66
2015-09-01,662.4,276.29,348.35,296.93
2015-09-02,674.97,283.22,354.61,302.48
2015-09-03,675.45,281.84,354.05,302.87
2015-09-04,665.23,279.44,351.37,297.87
2015-09-07,665.23,279.44,351.37,297.87
2015-09-08,681.95,286.59,359.4,305.16
2015-09-09,672.83,283.37,355.26,300.74
2015-09-10,676.49,285.69,356.88,302.35
2015-09-11,679.56,287.19,358.56,304.2
2015-09-14,677.04,286.53,356.91,303.05
2015-09-15,685.51,289.75,360.93,307.38
2015-09-16,691.45,292.11,364.04,309.97
2015-09-17,689.89,292.08,365.29,308.68
2015-09-18,678.68,288.34,360.24,303.24
2015-09-21,682.19,287.76,359.59,305.76
2015-09-22,673.33,284.12,354.14,302.23
2015-09-23,672.25,283.86,353.08,301.47
2015-09-24,669.82,282.25,352.49,300.14
2015-09-25,669.65,279.39,347.87,302.01
2015-09-28,652.84,271.64,338.13,296.28
2015-09-29,653.23,270.06,335.72,297.1
2015-09-30,665.41,275.15,340.94,301.53
2015-10-01,667.15,275.55,340.34,301.29
2015-10-02,677.12,280.27,345.4,305.16
2015-10-05,689.17,285.33,353.64,310.73
2015-10-06,686.8,283.17,351.21,310.93
2015-10-07,692.43,285.63,357.42,313.27
2015-10-08,698.68,287.26,360.64,315.9
2015-10-09,699.1,288.29,361.35,316.62
2015-10-12,699.76,288.52,360.82,317.38
2015-10-13,695.35,286.12,355.89,316.4
2015-10-14,692.01,285.34,352.39,313.49
2015-10-15,702.64,290.57,360.82,317.66
2015-10-16,705.83,290.98,360.36,318.85
2015-10-19,706.18,292.21,361.04,319.29
2015-10-20,705.28,290.86,360.54,319.09
2015-10-21,700.9,289.16,355.05,318.1
2015-10-22,712.74,293.22,358.17,324.26
2015-10-23,720.56,300.45,361.7,327.18
2015-10-26,718.78,300.69,359.23,326.53
2015-10-27,717.4,299.83,355.3,325.88
2015-10-28,725.56,303.87,365.66,329.61
2015-10-29,725.14,303.15,361.76,329.05
2015-10-30,722.01,302.35,360.11,327.4
2015-11-02,730.56,306.34,367.6,330.42
2015-11-03,732.67,307.47,369.5,332.18
2015-11-04,730.45,307.63,369.32,331.41
2015-11-05,729.72,306.89,369.6,331.39
2015-11-06,729.34,308.11,372.22,332.31
2015-11-09,722.54,305.01,367.85,329.12
2015-11-10,724.2,303.14,368.94,329.79
2015-11-11,721.35,303.32,365.73,328.73
2015-11-12,711.28,299.1,358.73,324.02
2015-11-13,703.3,294.62,356.14,320.2
2015-11-16,713.99,297.93,359.2,324.67
2015-11-17,713.47,298.42,357.83,324.93
2015-11-18,724.79,303.08,363.88,329.7
2015-11-19,724.17,303.88,362.35,329.57
2015-11-20,726.81,305.41,364.69,331.37
2015-11-23,725.97,305.64,366.51,330.78
2015-11-24,726.95,304.79,369.19,331.23
2015-11-25,726.84,306.2,372.06,331.13
2015-11-26,726.84,306.2,372.06,331.13
2015-11-27,727.67,306.71,373.47,331.08
2015-11-30,724.65,306.17,371.84,329.83
2015-12-01,731.56,308.42,374.31,332.77
2015-12-02,724.09,306.33,370.28,329.94
2015-12-03,713.96,302.23,364.04,325.36
2015-12-04,727.88,306.4,367.72,332.04
2015-12-07,723.47,305.67,362.2,330.03
2015-12-08,718.61,304.89,360.2,327.11
2015-12-09,713.02,300.08,356.17,325.66
2015-12-10,714.86,302.3,357.36,327.32
2015-12-11,701.01,295.1,349.4,321.45
2015-12-14,704.55,295.83,346.9,323.63
2015-12-15,711.95,298.81,351.89,326.54
2015-12-16,722.36,303.47,357.26,330.59
2015-12-17,711.35,300.46,353.46,325.87
2015-12-18,698.76,294.2,348.05,318.99
2015-12-21,704.52,297.24,350.68,321.33
2015-12-22,710.91,299.45,353.89,324.61
2015-12-23,719.72,302.1,358.36,327.97
2015-12-24,718.53,302.59,359.03,326.87
2015-12-25,718.53,302.59,359.03,326.87
2015-12-28,716.89,301.08,357.37,326.42
2015-12-29,724.54,305.56,361.23,330.15
2015-12-30,719.4,303.76,357.59,327.95
2015-12-31,712.2,300.04,353.14,324.57
2016-01-01,712.2,300.04,353.14,324.57
2016-01-04,702.25,293.19,344.95,319.53
2016-01-05,703.44,292.75,345.7,319.72
2016-01-06,694.56,289.95,340.44,315.15
2016-01-07,677.9,281.01,331.34,307.73
2016-01-08,670.47,277.81,325.64,304.52
2016-01-11,671.12,277.48,324.23,305.62
2016-01-12,676.54,281.0,325.2,307.71
2016-01-13,659.66,271.16,314.76,300.99
2016-01-14,670.49,275.9,319.11,305.17
2016-01-15,656.1,269.68,313.94,298.04
2016-01-18,656.1,269.68,313.94,298.04
2016-01-19,656.97,268.78,309.71,298.67
2016-01-20,648.55,267.18,310.99,294.17
2016-01-21,652.19,269.09,310.27,296.02
2016-01-22,665.57,274.7,317.86,300.11
2016-01-25,655.51,270.16,310.79,296.21
2016-01-26,664.45,273.08,317.01,301.51
2016-01-27,657.22,268.05,312.65,297.33
2016-01-28,660.64,269.52,312.59,299.59
2016-01-29,676.75,275.84,322.85,306.79
2016-02-01,676.5,277.43,321.37,306.73
2016-02-02,664.31,271.04,314.44,301.27
2016-02-03,668.29,269.24,314.85,304.61
2016-02-04,669.34,269.79,316.07,306.36
2016-02-05,656.59,261.59,307.42,302.26
2016-02-08,647.75,256.19,302.37,299.29
